name,No,Company.Name,Month,Description,Founded,Lead.Investor,Deal.Size,Prior.Raise,Reason,Interesting,uuid,,,,
appboy,89,Appboy,42521,"Provider of a marketing automation platform. The company's marketing automation platform enables mobile marketers to build and increase engagement with their user base through segmentation, multi-channel messaging and multivariate testing.",2011,Battery Ventures (Neeraj Agrawal),20,22.600003,NA,1,cdf80979-a18a-428d-a862-6dc135fb37a5,,,,30/05/2016
logtrust,407,Logtrust,43008,"Provider of big data analytics platform designed to provide a complete and unified view of business operations. The company's big data analytics platform allows for the integration, management and visualization of data for business to consult, correlate and analyze, in real-time, years of data retention and petabytes of information, enabling businesses to make informed business decisions.",2011,Insight Venture Partners (Jeffrey Horing),35,6.37,NA,1,87fc3b6c-8f55-163f-adee-a43fc981afb5,,,,29/09/2017
mapd,252,MapD,42825,"Developer of a big data analytics and visualization platform designed to make multi-billion record data-sets to be queried and visualized in milliseconds. The company's big data analytics and visualization platform offers SQL-compliant, GPU database with an advanced visual analytics engine and GPU-rendering of data-sets using a web front-end platform to visually filter and correlate multiple dimensions of multi-billion row data-sets, enabling clients to analyze and visualize multi-billion record data-sets to create a fluid and immersive data exploration experience that removes the disconnect between an analyst and their data.",2013,New Enterprise Associates (Greg Papadopoulos),25,24.11,Previous Investors,0,e4be65bd-7272-ca9b-96bb-155a9410b687,,,,30/03/2017
phishme,137,PhishMe,42582,"Provider of threat management for organizations concerned about human susceptibility to advanced targeted attacks. The company's intelligence-driven technology enables employees to identify, report and mitigate spear phishing, malware and drive-by threats.",2011,Paladin Capital Group (Christopher Steed),42.5,15.499999,NA,1,34fe4075-f735-e63b-d75e-87ad667ebc40,,,,30/07/2016
activehours,190,Activehours,42766,"Provider of an online service that enables employees to access earned wages at their discretion. The company provides a mobile application that allows employees to upload work hours, electronic time sheets, maintain a record of work hours and get paid at their discretion.",2012,Matrix Partners (Dana Stalder),22,0,Business Model,0,cd53f6b7-d67b-4201-5183-40cbcdb24040,,,,30/01/2017
agaridata,107,AGARI Data,42521,"Provider of data security services. The company provides internet scale, data driven security technology services that eliminate email as a channel for cyber-attacks and enable businesses and consumers to interact safely. Its cloud-based SaaS platform aggregates data from mailboxes hosted by email receivers including Gmail and Yahoo! to help brands eliminate email threats, protect customers and their personal data and proactively guard brand reputation.",2009,Norwest Venture Partners (Rama Sekhar),22,22.952001,NA,1,a0386557-0ef0-cd91-8ffa-b7f4e3902b34,,,,30/05/2016
aminohealthcareplatform,308,Amino (health care platform),42855,"Provider of an online health care platform designed to help everyone connect to the best care possible. The company's online health care platform includes nearly practicing doctor, enabling consumer to to estimate their costs and book appointments with doctors, hospitals, and imaging centers and employers to sponsor enhanced experiences for their employees by connecting them with in-network care and providers to leverage its user experience to power search and booking within their networks.",2013,Highland Capital Management (Michael Gregory),25,19.4,NA,1,1b5270ac-5e85-5bb0-ee99-fe725ac6f0d6,,,,29/04/2017
assentcompliancemanagement,21,Assent (Compliance Management),42521,"Developer of compliance management software. The company provides Assent Compliance Platform (ACP) to help companies automate compliance processes, reduce workload and save on compliance costs.",2005,Volition Capital (Sean Cantwell),20,0,Early / Small,0,b390b615-fd25-dd62-e0a2-d65c07b2f695,,,,30/05/2016
automotivemastermind,210,AutomotiveMastermind,42704,"Developer and provider of predictive analytics and marketing automation software for the automotive industry. The company offers big data behavioral analytic tools for automotive dealerships and manufacturers for executing direct multi-channel marketing campaigns, managing dealership and vendor relations and sales training.",2012,JMI Equity (David Greenberg),44.73,3,NA,1,977e6d1f-732b-a136-adb6-3b98193a2b8a,,,,29/11/2016
barkboxbarkco,159,BarkBox (Bark & Co.),42521,Operator of an online subscription platform. The company provides dog-goodie boxes and vet care-on-demand services to dog owners. It also hosts events like dog-jogs and yappy hours in biergartens for dogs and their owners.,2011,August Capital (Tripp Jones),60,16.700002,Business Model,0,4cb7db7b-0581-3c51-3ff1-8ae84a0a101e,,,,30/05/2016
bastillenetworks,400,Bastille Networks,43008,"Provider of internet security services designed to offer threat detection through software-defined radio. The company's internet security services allows assess and mitigate the risk associated with the growing internet of radios, enabling enterprises to accurately quantify risk and danger to network infrastructure.",2014,Bessemer Venture Partners,26.98,16.27,NA,1,be91f968-d1f3-bbe9-b18e-f0f43b5fc8f7,,,,29/09/2017
baublebar,153,BaubleBar,42490,"Provider of an e-commerce jewelry platform. The company sources fashion jewelry like necklaces, earrings and bracelets direct from its network of designers and manufacturers which it sells through its online platform.",2010,Accel Partners,21.17,17.66123612,Business Model,0,ee27d533-b5c2-0750-ed0a-639410947803,,,,29/04/2016
betterworks,61,BetterWorks,42460,Developer of an enterprise goal-setting software. The company provides a scalable enterprise platform enabling employers to engage and cross-functionally align their workforces to drive for operational functions.,2013,Emergence Capital Partners (Jason Green),20,15.15706476,NA,1,362dc40e-f67d-da89-b1e2-227fc236d300,,,,30/03/2016
blendlabs,3,Blend Labs,42400,"Developer of software and data applications for mortgage lenders. The company provides tools, applications and algorithms that allow people to utilize their personal data by combining social graph technology with big data through the empirical quantification of communication events.",2012,Founders Fund (Peter Thiel),40,2.5,Early / Small,0,5058d5cd-4c08-c241-1659-23dec5136c9d,,,,30/01/2016
branchmetrics,29,Branch Metrics,42400,"Provider of deep linking technology to mobile application developers and marketers. The company provides free deep linking technology which is used to build user-to-user referral programs with features, including rewarded referrals, content sharing, deepviews, download banner and personal onboarding. It also helps users to customize the whole app experience that makes discovering apps and app content easier.",2013,Founders Fund (Scott Nolan),35,18.3319,NA,1,b082d5ec-c88d-da6a-26ac-6833277bf34c,,,,30/01/2016
buildingengines,184,Building Engines,42674,Provider of property management software for commercial real estate. The company helps their clients take control of building operations and tenant service by automating the tasks they do every day through a single integrated platform.,2000,Wavecrest Growth Partners (Deepak Sindwani),26.5,26.52,NA,1,e9a1d114-55b7-63ad-150d-dd3c3e077688,,,,30/10/2016
calmmeditationapplication,230,Calm (Meditation Application),43281,"Provider of a relaxation therapy application designed to reduce anxiety, sleep better and feel happier. The company's relaxation therapy application allows to explore mindfulness themes from different perspective, enabling users to get a healthier life.",2012,Insight Venture Partners,27,1.25,Business Model,0,594e9707-5c9a-d952-7893-7f2347480018,,,,29/06/2018
canopytax,69,Canopy Tax,42825,"Provider of tax and management software for tax professionals. The company offers a cloud-based tax platform with tools for a range of services, including client management, invoicing & payments, document management, project management, tax resolution and creation of client portals.",2014,Pelion Venture Partners,20,10,Early / Small,0,88b12149-cdfe-4528-f94c-d9026659e389,,,,30/03/2017
clarkdigitalinsuranceplatform,107,Clark (Digital Insurance Platform),43220,"Developer of a digital insurance platform designed to make the complex world of insurance easy, comprehensible and transparent to users. The company's insurance platform allows users to assess their insurance status through an iOS and Android application or website as well as provides analysis on the customers' insurance situation and automatically proposes optimization opportunities by searching for tariffs from different insurance companies, enabling users to manage their insurance transparently and at low cost and save money.",2015,"Portag3 Ventures (Adam Felesky), White Star Capital (Eric Martineau-Fortin)",29,14.78875606,Early / Small,0,ba154a31-88e2-a43e-bae9-24d2b447af4d,,,,29/04/2018
cloudboltsoftware,113,CloudBolt Software,43281,"Developer of a cloud management system. The company offers a cloud-based platform that enables organizations to measure and control the consumption of computing resources by integrating on-premises resources and public clouds in a single, intuitive interface.",2012,Insight Venture Partners,23,1.13,Early / Small,0,9bd5f1e6-e702-620f-3644-b77c3a490366,,,,29/06/2018
collectivemedical,215,Collective Medical,43069,"Operator of a collaborative care management platform intended to improve patient outcomes by reducing the risk of emergency department visits and avoidable re-admissions for high-risk patients with complex needs. The company's collaborative care management platform uses real-time data, risk analytics, notifications, and shared care guidelines to prompt and guide provider decision-making.",2005,Kleiner Perkins Caufield & Byers (Noah Knauf),47.5,0,Business Model,0,cdabb6f7-7de9-29ea-515e-6fac33f63a45,,,,29/11/2017
colorgenomics,180,Color Genomics,42643,"Provider of personalized genetic counseling services. The company offers an online healthcare kit that provides individuals with testing services from certified medical professional for early detection of cancer including breast, olorectal, melanoma, ovarian, pancreatic, prostate, stomach and uterine cancer.",2013,General Catalyst Partners (Hemant Taneja),45,15,Business Model,0,cf6d3339-99d3-6ff2-4709-3f071d130750,,,,29/09/2016
dapulse,305,daPulse,42855,"Provider of a SaaS based project management tool designed to manage projects, tasks, processes and workflows. The company's SaaS based project management tool is a customized and people-centric SaaS tool for sharing internal information enabling businesses to manage teammates, share files, mention people, teams and stay updated with real-time notifications.",2012,Insight Venture Partners (Jeffrey Horing),25,9.1,NA,1,28908f17-1e91-5b23-93e2-3f1222696967,,,,29/04/2017
deciselyinsuranceservices,70,Decisely Insurance Services,42825,"Provider of innovative benefits, risk management, and human resources services created to alleviate the burden of benefit administration. The company's services are simple, compliant and cost effective transforming benefits insurance with dedicated account management combined with modern human resource administration and an automated technology platform, enabling small businesses in the United States to empower employers and their employees to understand, make, and easily manage life's most important decisions.",2006,Two Sigma Investments,60,0,Early / Small,0,b7d9f15c-0148-a7a2-c299-097e071dcb7e,,,,30/03/2017
dejero,216,Dejero,43069,"The company's cloud-based platform intelligently manages and bonds wired and wireless network connections enabling broadcasters, media organizations, and mobile production companies to reliably reach their global television, web and mobile audiences instantly and cost-effectively.
",2008,Kayne Anderson Capital Advisors ,25.44,5.32,Business Model,0,d128dbe8-45d0-c97f-dac5-94d1db4eaff6,,,,29/11/2017
droployalty,467,Drop Loyalty,43131,"Developer of a rewards application designed to give cash rewards in exchange for shopping with merchant partners. The company's rewards application provides a personalized loyalty program using machine learning to customize offers for consumers and the application links to credit and debit cards to automatically redeem points, enabling consumers to earn cash while doing everyday shopping.",2015,New Enterprise Associates (Rick Yang),21,4.372001701,NA,1,5abe9caf-1e9a-bc14-8d9b-286da02fec81,,,,30/01/2018
elasticpath,112,Elastic Path,43281,"Developer of API-based enterprise commerce software designed to offer personalized and unified buying experience for customers. The company's API-based enterprise commerce software brings omnichannel ecommerce directly into marketing clouds and experience management platforms, enabling enterprises to rapidly adapt in an increasingly complex and changing world, resulting in maximizing customer engagement and driving higher revenues.",2000,Sageview Capital(Edward Gilhuly),43,29.75,Early / Small,0,12bf4c98-806f-5f38-6de9-df373738a23d,,,,29/06/2018
equipmentsharecom,62,EquipmentShare.com,42766,"Provider of a peer-to-peer platform for renting of contracting equipment. The company's platform provides an interface for lending and renting equipment as well as insurance verification, background checks and payment processing services to the users.",2014,"Insight Venture Partners (Harley Miller), Romulus Capital (Neil Chheda)",20,7.7,Early / Small,0,c02752b6-9c39-360e-c9a1-f0ed16065049,,,,30/01/2017
euclidanalytics,8,Euclid Analytics,42400,"Developer of a shopping analytics platform. The company installs sensors to measure the traffic for helping retailers, advertisers and mall and property owners to understand customer behavior in their stores and also helps to optimize performance of retail space investments.",2010,Cox Enterprises (Duncan O'Brien),20,23.645385,NA,1,17698a1b-54bc-3f57-598b-19fbb9c57213,,,,30/01/2016
farmersedge,30,Farmers Edge,42400,Developer of agricultural consulting and agronomy services. The company uses satellite remote-sensor imagery & tools to identify and map field variability to optimize crop inputs.,2005,"Avrio Capital (Aki Georgacacos), Kleiner Perkins Caufield & Byers (Brook Porter), Osmington (Lawrence Zucker)",40.91,15.82561384,NA,1,7b1d4b4f-b61f-952d-e596-333d6dc378a7,,,,30/01/2016
financefox,178,FinanceFox,42643,"Developer of an online application for insurance brokerage. The company provides a Web-based service platform that combines insurance expertise with digital technology to enable consumers, brokers and insurance companies to manage their insurance products and processes.",2014,"Horizons Ventures, Target Global (Yaron Valler)",28,5.5,Business Model,0,59663c94-0dcd-d4de-2cd8-a7849a2fec41,,,,29/09/2016
financialexpress,526,Financial Express,43251,"Provider of data, software and performance analytics to the financial services industry. The company's software interprets and analyzes data, helping investors, advisers, asset managers and platforms with fund reporting, analysis and marketing, enabling them to make sound investment decisions.",1989,HgCapital (Sebastien Briens),7.5,0,NA,1,NA,,,,30/05/2018
fusionops,243,FusionOps,42490,"Developer of supply chain analytics software for businesses. The company focuses on domain-based business intelligence that brings together cloud, Big Data, and a next-generation BI stack to deliver insights into the supply chain.",1999,Georgian Partners (Tyson Baber),25,18.999986,Previous Investors,0,4361b5e3-697b-325f-63e7-1814d63b865f,,,,29/04/2016
gametimeunited,179,Gametime United,42643,"Developer of a mobile sports ticketing application. The company specializes in last-minute ticket purchases, with its entire resale marketplace optimized for mobile devices. It sells tickets to major-league venues for baseball, football, basketball, hockey and soccer.",2012,Evolution Media Capital,20,14.106011,Business Model,0,ab4230f5-0c3b-c530-b41c-a720193f39b2,,,,29/09/2016
garrisonlondon,126,Garrison (London),43404,"Developer of anti-malware products designed to revolutionize enterprise cyber-security. The company's anti-malware products offer highly effective fundamental security challenges for enterprise and cloud computing, enabling its users to access all content on the web without any risk of exposing their organization to cyber-attack.",2014,Dawn Capital(Norman Fiore),29.86,19.48,Early / Small,0,03781f07-c54a-4722-131b-1276f6aebbe9,,,,30/10/2018
gigaspaces,16,GigaSpaces,42400,"Provider of cloud orchestration and application virtualization platforms. The company focuses on offering application platform for distributed, mission-critical application environments and cloud enabling technologies for financial and insurance firms, Telco carriers, e-Commerce companies, transportation firms and healthcare organizations.",2000,Claridge CDPQ Israel (Oded Tal),20,14,NA,1,3adc095e-d042-6fe3-3381-38b53a6a163a,,,,30/01/2016
gongsoftware,364,Gong (Software),42947,"Provider of a sales conversation intelligence platform created to improve calls and demos for sales teams. The company's sales platform is cloud-based and utilizes artificial intelligence to to provide insights, record, transcribe and analyze calls, enabling organizations to save time and increase revenue.",2015,"Norwest Venture Partners (Dror Nahumi), Shlomo Kramer (Shlomo Kramer)",20,6,NA,1,4be78649-78cf-f8f8-8916-93ffa201fc92,,,,30/07/2017
gotransfixcom,135,GoTransfix.com,42582,"Provider of freight transportation arrangement services. The company offers transportation, real time tracking & visibility, on-demand freight shipping and fleet management services.",2011,New Enterprise Associates (Scott Sandell),22,14,NA,1,577648bb-85de-10f0-8dfa-8378fc9485e3,,,,30/07/2016
guildeducationplatform,389,Guild (Education Platform),43008,"Developer of an education platform designed to make going back to school easier for all employees. The company's technology makes offering education benefits and tuition reimbursement an easy choice for leading companies, with a platform that helps HR leaders turn their education cost centers into a positive ROI, enabling employees to earn college credit for on-the-job training.",2015,Bessemer Venture Partners (Byron Deeter),21,10.5,NA,1,0d18fe91-4e46-c07e-1a7f-1a785f9dbb69,,,,29/09/2017
healthlinenetworks,132,Healthline Networks,42400,"Provider of health information and technology services. The company enables providers and everyday people to make informed healthcare decisions. It is a consumer health site that helps blue-chip pharmaceutical firms reach consumers through content marketing, branded campaigns and targeted display advertising.",2001,Summit Partners (Craig Frances),95,0,Business Model,0,a506b119-1503-fd51-c31e-44e83a970848,,,,30/01/2016
hourlynerd,32,HourlyNerd,42582,Provider of an online marketplace for matching and managing on-demand work. The company connects small and mid-sized businesses with MBA students and graduates who can provide part-time and freelance consulting work.,2013,General Catalyst (David Fialkow),22.25,12.599908,Early / Small,0,45a8a2d2-d13f-b336-348a-2b0bc1a80b01,,,,30/07/2016
impactradius,114,Impact Radius,42551,"Provider of marketing technology services to performance focused brands, agencies and media companies. The company delivers marketing technology products including tag management, media tracking, conversion attribution, mobile analytics and partner management.",2008,Silversmith (Jim Quagliaroli),30,18.759997,NA,1,b90d0777-65e1-40dc-bcff-a86f7b35163f,,,,29/06/2016
intelligentmedicalobjects,202,Intelligent Medical Objects,42674,"Provider of medical terminology content and services supporting clinical workflow. The company's products allow physicians to easily find and enter medical terminology at the point of care with an EHR system using solutions built on IMO's proprietary content of over 800,000 clinical concepts and mapping to five million terms across more than 100 code sets.",1994,Warburg Pincus (Vishnu Menon),200,0,NA,1,6bbc2dc2-d2a2-2e4d-b3a5-da604c581025,,,,30/10/2016
kentik,34,Kentik,42613,Provider of a cloud-based network traffic intelligence platform. The company offers a big data-based network traffic and performance visibility system that turns huge volumes of netflow and other network data into actionable insights and allow users to run multi-dimensional queries and receive visualizations.,2014,Third Point Ventures (Robert Schwartz),23,15.200128,Early / Small,0,319b6f85-dcdb-e72e-f650-433501546573,,,,30/08/2016
kiracontractanalyticssoftware,580,Kira (Contract Analytics Software),43373,"Provider of an artificial intelligence-enabled contract analytics software intended to leverage machine learning technology to automatically identify and extract relevant information from contracts and related documents. The company's software helps in searching and analyzing contract texts and can be deployed for due diligence, knowledge management, lease abstraction, regulatory compliance and other projects where visibility into contract provisions is critical, enabling customers to reduce the time spent on document review by 20-90% and improve the accuracy of the review.",2010,Insight Venture Partners(Peter Sobiloff),50,0,NA,1,6cc80b52-fa35-5743-21f8-4daf313173e5,,,,29/09/2018
knockrealestate,63,Knock (Real Estate),42766,Provider of a real estate trading platform designed to manage real estate transactions from any device. The company's platform offers a marketplace for buying and selling homes and also guarantees to sell a house at a certain price within six weeks.,2015,RRE Ventures (Raju Rishi),32.5,3,Early / Small,0,32981638-e342-18af-4fd3-46cf26d01adf,,,,30/01/2017
labelinsight,449,Label Insight,43100,"Provider of data-science driven product label transparency data intended to help consumers understand what's in the products they use and consume. The company's SaaS-based transparency platform provides an unmatched level of data, generating 17,000 attributes such as nutrients and allergens per product, enabling CPG brands and retailers to transform basic product data into smart attributes and a deep understanding of their product set.",2008,Delta-v Capital (David Schaller),21,13.57,NA,1,53166eab-339d-f4a5-b7d0-b10ca5c83ffa,,,,30/12/2017
leverinformationtechnology,27,Lever (Information Technology),42400,Developer and provider of a recruitment software. The company's platform allows recruiters to keep track of candidates and share them with the hiring managers who will interview and select the ones for a job offer.,2012,Scale Venture Partners (Stacey Bishop),20,10,NA,1,a7f7a124-9ffd-3871-1826-6e92354e439f,,,,30/01/2016
lobprogrammablesoftware,345,Lob (Programmable Software),42886,"Provider of an automated mail-delivery infrastructure platform designed to streamline business mail delivery. The company's mail-delivery infrastructure platform integrates an API to validate and standarize US and international addresses and also virtualizes commercial print and mail infrastructure and puts it in the cloud for developers to access on-demand, enabling organizations to streamline business operations by automating and validating all mailing processes.",2013,Y Combinator (Ali Rowghani),20,11.74,NA,1,57b0e28f-856e-7ce8-5c18-04cc1549fb50,,,,30/05/2017
lucidholdings,311,Lucid Holdings,42855,"Developer of a programmatic survey marketplace designed to source and understand ""human answers"". The company's programmatic survey marketplace utilizes data-driven decision making to deliver market research sample and consumer insights, enabling companies to gain access to real, deterministic data about human behavior at scale in real time.",2010,North Bridge Growth Equity (Russell Pyle),60,4.22,NA,1,c50f77a0-55dc-89b9-188f-704dee1f3c50,,,,29/04/2017
mailify,360,Mailify,42947,Email marketing software,2001,Ardian,0,0,NA,1,NA,,,,30/07/2017
mapanything,266,MapAnything,42794,"Provider of a geo-analytics and location intelligence platform designed to improve enterprises productivity. The company's platform enables businesses to visualize their data on a map and interact with it to increase field sales efficiency by managing their sales team, improve marketing efforts and drive productivity.",2009,Columbus Nova Private Equity Partners,33.1,8.55,NA,1,1dabca98-225f-889a-fb64-ebd6f6b96f89,,,,27/02/2017
marketsandmarketsresearch,195,MarketsandMarkets Research,42825,"Provider of syndicated and customized research services focused on high-growth and niche markets. The company's syndicated and customized research services conducted across 12 different industry verticals and connecting with over 200,000 markets and entire value chains, enabling clients to have a deeper understanding of the unmet insights along with market sizing and forecasting the future.",2001,FTV Capital (Bradford Bernstein),56,0,Business Model,0,02f98898-c85e-2bed-e212-dfcb8c922a72,,,,30/03/2017
moveguides,362,MOVE Guides,42947,"Provide of talent mobility cloud technology platform designed to offer outsourced relocation and assignment management services. The company's otalent mobility cloud technology platform is a certified supply chain and expense administration management, enabling companies to easily and efficiently source talent and place talent to anywhere in the world.",2010,New Enterprise Associates (NEA),47.79,26.32,NA,1,6fa13cb7-9d5f-46aa-86b4-15917c5e9b3b,,,,30/07/2017
nav,43,Nav,42643,"Provider of a tool for business owners to manage their business credit. The company provides a mobile application that give access to easy-to-read personal and business credit reports, along with actionable advice and monitoring. It also provides tools to build business credit and a marketplace that matches users to lending options via a needs-based filter.",2012,Experian (Hiq Lee),25,7.299999,Early / Small,0,61daf8a8-2d27-2db0-bce7-cac8cc83589e,,,,29/09/2016
netgainhosting,193,Netgain Hosting,42766,Provider of cloud management services and technology intended to simplify the healthcare computing environment. The company's services provide a complete end-point management allowing healthcare professionals to focus on patient care.,2000,Bluff Point Associates (Kevin Fahey),25,0,Business Model,0,95045196-fec1-087c-ac11-e0b4a236ba59,,,,30/01/2017
nsone,179,NSONE,42643,Developer of website traffic management technologies. The company offers an online platform that enables organizations to manage domain name systems and traffic for their websites.,2013,Deutsche Telekom Capital Partners (Jack Young),20,5.8,NA,1,af90e857-facd-8de5-20c9-0d9a31f67ff9,,,,29/09/2016
number26,119,Number26,42551,"Provider of banking services to customers in Berlin, Germany. The company offers consumer banking services including current accounts, MasterCard and MaestroCard and enables them to manage and control their banking details via a smartphone application.",2013,Horizons Ventures,40,13.2,NA,1,251270ba-b3b8-6135-ed82-6657e1c8b046,,,,29/06/2016
onxmaps,480,onXmaps,43159,"Developer of a land ownership data maps application designed to meet the needs of the outdoor community. The company's maps application utilizes GPS and a Chip to provide maps with color-coded property ownership displaying federal, state, county, and private lands, enabling users to get geospatial data to any device, anywhere.",2016,Summit Partners ( Greg Goldfarb),20.3,0,NA,1,5a84f8c5-ee22-4d2e-a226-d9c858164f35,,,,27/02/2018
orderbird,158,OrderBird,42521,"Provider of Point of Sale (POS) systems for the catering industry. The company's platform enables users to do mobile ordering, real-time data analysis, cashless payment acceptance and accounting ready reporting.",2011,"Digital+ Partners (Patrick Beitel), Metro (Germany) (Olaf Koch)",22.67,14.73225377,Business Model,0,afd48b3f-0924-d328-1a9d-2a4a32773457,,,,30/05/2016
pasglobal,313,PAS Global,42825,"Provider of process safety, cybersecurity, and asset reliability software and related services. The company's industrial control system (ICS) cybersecurity, automation asset management and operations management software and services support safe, secure, profitable and compliant operations across the complex, heterogeneous, and proprietary process automation infrastructure, enabling its clients to access the most seamlessly integrated and unified platforms for managing the variety of systems at their sites.",1993,Tinicum (Trip Zedlitz),40,0,NA,1,e52ebce8-743c-6a83-99d4-51d6807dab04,,,,30/03/2017
patientcoholdings,564,Patientco Holdings,43312,"Developer of a payment technology designed to facilitate healthcare expense management services. The company simplifies the complexities of patient payment management for hospitals and physicians, enabling health systems to provide a superior patient billing and payment experience with meaningful financial results.",2009,Accel-KKR(David Cusimano),28,4.05,NA,1,52e2b2a4-ba24-9a31-dde8-88d589444088,,,,30/07/2018
payspan,249,PaySpan,42766,"Provider of healthcare reimbursement and payment automation services. The company enables healthcare payers and providers for payments transfer, cost reduction, improve administrative efficiency, meet regulatory requirements and to manage new reimbursement strategies.",1984,Primus Capital ,,3,NA,1,4274998a-bd48-6e19-ca4f-388f8cd8edf8,,,,30/01/2017
paytronixsystems,218,Paytronix Systems,43131,"Developer customer experience management systems. The company provides software-as-a-service customer engagement platforms that manage loyalty, reward, gifts, handles mobile applications and delivers data insights, through its innovative software design and integrations with widely used point of sale systems, enabling estaurants and convenience store brands to gain flexibility to build unique, brand-enhancing programs that motivate their guests to increase spend and drive revenue.",2001,Great Hill Partners (Nicholas Cayer),65,0,Business Model,0,4b70f809-4d8f-d003-f48a-01be929d42ab,,,,30/01/2018
peektravel,545,Peek Travel,43281,"Provider of an online travel booking platform designed to easily book activities such as tours, tastings and lessons. The company's online travel booking platform works with the quality vendors and experts who are handpicked to provide personalized selection of experiences that match the varied travel styles of customers which make places easily bookable online via computer, tablet or mobile phone and helps in making travel planning enjoyable, enabling users to book holiday destinations easily.",2011,Cathay Innovation(Denis Barrier),33.47,20.9,NA,1,74d4440b-a91b-f845-b46a-58f02daa0c53,,,,29/06/2018
piecestechnologies,56,Pieces Technologies,42460,Developer of healthcare technology systems. The company designs and builds a software that can interpret patient data history in real-time which assist healthcare providers in decision making.,2015,"Jump Capital (Garrett Vygantas), Pacific Advantage Capital (David Zezza)",21.6,0,NA,1,edd5c66e-ce1b-cb81-94c2-f336556a374e,,,,30/03/2016
podiumreviewmanagementplatform,202,Podium (Review Management Platform),42886,"Developer of an online reputation management platform designed to change the way businesses communicate with their customers. The company's online reputation management platform offers a system that provides aggregation, analysis and management of customer reviews across numerous sites, enabling organizations to drive user-generated content to better understand customers, increase visibility and influence purchase decisions.",2013,Accel (Miles Clements),32,4.22,Business Model,0,41739bd3-874e-650d-b73e-752aecab4ea4,,,,30/05/2017
pprofinancial,234,PPRO Financial,43312,"Provider of electronic payment services intended to meet the needs of both payment service providers and payment industry leaders. The company's payment services include credit card payments processing, delivering alternative payment options and providing local cash collection services in addition to offering e-money accounts, e-Wallets and virtual prepaid cards, enabling the merchants and customers to receive and make online payments.",2005,Paypal (NAS: PYPL)(Arnold Goldberg),50,10.63,Business Model,0,88ec8a6a-abe3-77f4-0336-552750fd1fbb,,,,30/07/2018
prevalent,224,Prevalent,42704,"Provider of risk management and cyber threat monitoring services. The company provides information security compliance, third-party risk management and cyber threat monitoring software in the United States.",2004,Insight Venture Partners (Michael Triplett),60,12,NA,1,f7d825bb-6a03-baa2-5e78-813d5ce51590,,,,29/11/2016
printingforlesscom,224,PrintingForLess.com,43220,"Provide of e-commerce commercial printing services. The company's marketing automation and CRM platforms to include high impact direct and dimensional mail, cutting through the digital clutter to improve sales and marketing effectiveness in the United States.",1996,The Goldman Sachs Group (Mark Midle),25,0,Business Model,0,NA,,,,29/04/2018
prosperworks,178,ProsperWorks,42643,Developer of a cloud-based CRM software. The company provides a cross-platform customer relationship management (CRM) service that plugs into the Google for Work platform and integrates with the user's communication devices and applications to actively identify and track sales activities.,2011,Next World Capital (Ben Fu),23.68,9.91,NA,1,60c05d61-2f4c-4865-7d88-ac20aea5d986,,,,29/09/2016
ranchercontainermanagement,23,Rancher (Container Management),42521,Developer of an open-source container management software for enterprises leveraging containers. The company provides infrastructure software that allows any organization to build hybrid clouds based on Docker.,2014,Grand River Capital Management (James Zhang),20,9.999993,Early / Small,0,293cca7e-2c9b-ebc6-e470-bfc064f2c873,,,,30/05/2016
readcoor,44,ReadCoor,42643,"Provider of a panomic spatial sequencing platform. The company offers a spatial sequencing platform that reads thousand sequences of rib-nucliec acids and helps researchers, clinicians and diagnostics companies in their research studies.",2014,Decheng Capital (Min Cui),23,0,Early / Small,0,ReadCoor is pioneering panomic spatial sequencing.,,,,29/09/2016
resmanpropertymanagementsoftware,421,ResMan (Property Management Software),43039,"Provider of a leading next-generation property management software intended to streamline multifamily management. The company's platform integrates with more than 100 ancillary property management software vendors to meet both operational and accounting needs of multifamily owners and operators, enabling them to improve operational effectiveness and productivity.",2000,Mainsail Partners (Gavin Turner),36,0,NA,1,2b55b6fc-c4d2-60d7-5737-fd1dc85e538d,,,,30/10/2017
rfpio,116,Rfpio,43312,"Provider of a SaaS based request for proposal platform designed to automate and streamline the ability to respond to Request for Proposals. The company's uses artificial intelligence to eliminate frictions and streamlines the request for proposal process, enabling clients to track documents easily.",2016,K1 Capital(Hasan Askari),25,1.5,Early / Small,0,dbde483c-ea34-d149-a0fd-8d667ecd8ce6,,,,30/07/2018
rfxcel,375,rfXcel,42978,"Provider of product serialization, traceability and compliance services for the life sciences and food and beverage industries. The company's cloud-based, SaaS products are used to manage compliance with the US Drug Supply Chain Security Act (DSCSA), Title II of the US Drug Quality and Security Act (DQSA), as well as other global country-specific regulations and enable leading manufacturers, distributors, packagers, dispensers and retailers to meet global government regulations, track and trace product throughout supply chains and enhance consumer and patient safety.",2003,Kayne Anderson Capital Advisors (Leon Chen),30,0,NA,1,3504efc6-d3da-1966-358f-0ad0aabb7156,,,,30/08/2017
rubikloudtechnologies,94,Rubikloud Technologies,43131,"Developer of retail intelligence platforms designed to empower retailers to leverage machine learning and big data systems in meaningful ways. The company's retail intelligence platforms gathers retailer data from online and offline consumer behaviors enabling retailers to gain insight into preferences ranging from product affinity and price sensitivity, to response prediction and demand forecasts.",2013,Intel Capital (Elana Lian),37,8.5,Early / Small,0,e9da5f7c-39f9-bf1f-d7d1-e94a067e52d2,,,,30/01/2018
